text,date
israeli soldiers suffocate inhaling choking gas fired palestinians beit ummar town northwest hebron today,2023-02-07 17:55:27+00:00
heartbreaking father holds daughters nice day way even already died,2023-02-07 17:55:29+00:00
northern syria dramatic rescue young girl father,2023-02-07 17:56:02+00:00
getting recognition deserves big youtubers praising lockwood co watch still,2023-02-07 17:56:54+00:00
strikes km w min ago info,2023-02-07 17:56:55+00:00
protected brothers head rubble greeted us smile syria morning february,2023-02-07 17:56:56+00:00
little girl said rescuer sir rescue brother become slaves rest lives,2023-02-07 17:57:07+00:00
thank much lost hope betting given confidence continue,2023-02-07 17:57:07+00:00
sending biggest prayers people turkeytragic happened must come together life stop hating,2023-02-07 17:57:12+00:00
incredible tragedy turkey syria shook whole world,2023-02-07 17:57:20+00:00
occurred km w min ago local time info,2023-02-07 17:57:35+00:00
thank much lost hope betting given confidence continue,2023-02-07 17:57:39+00:00
allah mercifulo allah protect brother sister suffrings,2023-02-07 17:57:48+00:00
mission share world let know life side dark times seem hopeless helpless want show world life,2023-02-07 17:57:49+00:00
may allah protect mercy upon people praying victims rescue teams,2023-02-07 17:57:53+00:00
heartbroken devastating earthquake turkey sending love strength affected may rest peace may injured find healing,2023-02-07 17:58:10+00:00
hatay,2023-02-07 17:58:19+00:00
dominating kingdom darkness see full video,2023-02-07 17:58:21+00:00
foreign commonwealth development office update regarding state,2023-02-07 17:58:21+00:00
strikes km min ago info,2023-02-07 17:58:25+00:00
purchased sleeping bags route local drop location donate,2023-02-07 17:58:26+00:00
people retweeting calls help people trapped rubble restricted daily retweet limit please remove limit,2023-02-07 17:58:27+00:00
shall never forget stood united us crucial time quest freedom humanity borders thoughts hard time,2023-02-07 17:59:00+00:00
adults kids jackets additional clothing purchased donate,2023-02-07 17:59:13+00:00
obliterated city turkey,2023-02-07 17:59:37+00:00
may allah protect brothers sisters aaamiinallahu akbar,2023-02-07 17:59:46+00:00
furkan expressed condolence family lost lives strong earthquake hit southern trkiye,2023-02-07 17:59:47+00:00
shall never forget stood united us crucial time quest freedomhumanity bordersour thoughts hard time,2023-02-07 18:00:01+00:00
newborn girl survivor family weeks devastating earthquake leveled fivestory apartment building,2023-02-07 18:00:01+00:00
shall never forget stood united us crucial time quest freedom humanity borders thoughts hard time,2023-02-07 18:00:01+00:00
shall never forget stood united us crucial time quest freedom humanity borders thoughts hard time,2023-02-07 18:00:01+00:00
aftermath earthquakes turkey amp syria devastating thousands people need help right join us supporting affected food water amp shelter,2023-02-07 18:00:01+00:00
shall never forget stood united us crucial time quest freedom humanity borders thoughts hard time,2023-02-07 18:00:01+00:00
shall never forget stood united us crucial time quest freedom humanity borders thoughts hard time,2023-02-07 18:00:10+00:00
would ad stop stupid enough disaster strong everybody peace one race equals humans,2023-02-07 18:00:10+00:00
watch turkeys iskenderun port fire earthquake,2023-02-07 18:00:22+00:00
shall never forget stood united us crucial time quest freedom humanity borders thoughts hard time,2023-02-07 18:00:25+00:00
second massive magnitude earthquake hit southeastern turkey authorities say,2023-02-07 18:00:27+00:00
terrifying visuals bus almost turned showing shear magnitude devastating earthquake southern turkey,2023-02-07 18:00:43+00:00
im turkish im georgia id like thank express love respect actresses actors fandoms influencers trying help everything hands critical situation,2023-02-07 18:00:59+00:00
eltee skhillz odg live via,2023-02-07 18:01:04+00:00
hey show support community please,2023-02-07 18:01:06+00:00
building collapsed,2023-02-07 18:01:23+00:00
strikes km w min ago info,2023-02-07 18:01:49+00:00
turkey strange behavior observed birds earthquake,2023-02-07 18:01:53+00:00
baitussalam rescue relief operations turkiyesyria earthquake region,2023-02-07 18:01:55+00:00
strongly stands friendly people difficult timebut time would like remind people choose friends wiselysee sinister attitude,2023-02-07 18:02:01+00:00
ronaldo donates shirt earthquake victims,2023-02-07 18:02:05+00:00
death toll devastating earthquakes turkiye syria crossed mark,2023-02-07 18:02:06+00:00
miracle hours year old girl rescued rubble,2023-02-07 18:02:14+00:00
donation,2023-02-07 18:02:16+00:00
hi guys please donate hatay trustworthy friends years whose family heavily affected earthquake,2023-02-07 18:02:22+00:00
outcome yesterday game bought sir would prefer say man sees tomorrow best sir appreciate,2023-02-07 18:02:39+00:00
death toll mondays powerful earthquakes southeastern trkiye climbs others injured countrys disaster agency official said,2023-02-07 18:02:51+00:00
outcome yesterday game bought sir would prefer say man sees tomorrow best sir appreciate,2023-02-07 18:03:12+00:00
polish moots please donate help turkey syria every little bit matters,2023-02-07 18:03:28+00:00
everyone germany wants donate every euro helps,2023-02-07 18:03:39+00:00
please retweet helpthe two guys friends together place,2023-02-07 18:03:41+00:00
deep sense belonging turkiye kind people much country usually call second home heart amp try whatever help anything wish could nearbygecmis olsun turkiye,2023-02-07 18:03:43+00:00
terrible make difference helping people syria turkey calamitythe way save humanity today guided infallible divine expert promised savior,2023-02-07 18:03:58+00:00
gaziantep,2023-02-07 18:04:06+00:00
greek rescuers saved yearold,2023-02-07 18:04:10+00:00
guys greek search rescue team operating hatay still working night share tag people hatay need assistance,2023-02-07 18:04:13+00:00
aftermath magnitude,2023-02-07 18:04:19+00:00
turkish leader declares state emergency earthquake death toll passes,2023-02-07 18:04:26+00:00
turkish society launched fundraising campaign support rescue efforts grateful huge support colleagues university administration difficult time,2023-02-07 18:04:58+00:00
shall never forget stood united us crucial time quest freedom humanity borders thoughts hard time,2023-02-07 18:05:00+00:00
uk team way turkey deliver donations keep eye update latest news ground,2023-02-07 18:05:18+00:00
update death injured destroyed buildings needs urgenthelps immediately,2023-02-07 18:05:24+00:00
praying everyones safety,2023-02-07 18:05:49+00:00
syrian child called nour dug rubble collapsed building jindires syria father looks taken safety,2023-02-07 18:05:58+00:00
teacher want get warm people freezingi want state one daywatch,2023-02-07 18:06:18+00:00
people turkey amp syria thoughtsthe wounded amp alive especially children experience truma throughout livespak extend support people turkeyampsyria amp assist humanitarian disaster,2023-02-07 18:06:19+00:00
haarp deliberately destroying earth societiesand also vibrate earths tectonic plates causing earthquakes weaponised climate change weather warfarethats knew,2023-02-07 18:06:27+00:00
damage recent february th,2023-02-07 18:06:31+00:00
strikes km w min ago info,2023-02-07 18:06:35+00:00
quran khatm nyala capital south darfur state sudan victims earthquake,2023-02-07 18:06:38+00:00
people tired worried overwhelmed human angry focus help youre giving people desperately need support,2023-02-07 18:06:58+00:00
shall never forget stood united us crucial time quest freedomhumanity bordersour thoughts hard time,2023-02-07 18:07:05+00:00
interesting scenethe israeli aid plane sent turkey earlier today landed near iranian aid plane,2023-02-07 18:07:07+00:00
occurred km w min ago local time info,2023-02-07 18:07:17+00:00
really talking politics middle really think right time tweets people dying gods sake,2023-02-07 18:07:26+00:00
big earthquake turkey maybe atlas robots help us wreck removal help people needs rescued wreckage,2023-02-07 18:07:53+00:00
heydar aliyev center today,2023-02-07 18:07:59+00:00
gaziantep,2023-02-07 18:08:19+00:00
hatayyy,2023-02-07 18:08:36+00:00
people outside turkey help earthquake victims,2023-02-07 18:08:59+00:00
greek search rescue team operating hatay still working night share tag people hatay need assistance please rt get people hatay,2023-02-07 18:09:00+00:00
team assigned earthquake set deliver various equipment support help earthquake victims shall hoursyou tag addresses waiting help post,2023-02-07 18:09:48+00:00
feel pain alive feel pain others human,2023-02-07 18:10:34+00:00
help,2023-02-07 18:10:48+00:00
best dancer africa,2023-02-07 18:10:55+00:00
please save ill work maid says little girl rescuers trapped hours,2023-02-07 18:10:56+00:00
rt help child find mother,2023-02-07 18:11:03+00:00
forces begun sar operation turkey,2023-02-07 18:11:07+00:00
hatay,2023-02-07 18:11:08+00:00
foreign minister mevlt avuolu owners hotels kemer manavgat alanya closed due winter season open hotels earthquake victims,2023-02-07 18:11:19+00:00
help ulan help,2023-02-07 18:11:23+00:00
solidarity amp deepest condolences families victims,2023-02-07 18:11:32+00:00
ive seen mayya bistro im thinking covered please support appeal,2023-02-07 18:11:39+00:00
big earthquake turkey maybe atlas robots help us wreck removal help people needs rescued wreckage,2023-02-07 18:12:45+00:00
many countries started sending help turkeybut country sent help north kurdistan west kurdistanwhy,2023-02-07 18:12:49+00:00
one day change everything,2023-02-07 18:12:53+00:00
thousands families trkiye syria severely affected devasting earthquake magnitudes donate online,2023-02-07 18:12:58+00:00
possibly felt second ago felt tell us via automatic crowdsourced detection seismically verified yet info soon,2023-02-07 18:12:59+00:00
two brother sister pulled rubble safe well alhamdullilah pray amp,2023-02-07 18:13:03+00:00
baby girl amp mother rescued rubble collapsed building hatay day earthquake hit region prayers,2023-02-07 18:13:08+00:00
hearts broken please support however canhelping hand islamic reliefsyrian forum,2023-02-07 18:13:09+00:00
sending love strength affected may community come together support one another difficult time,2023-02-07 18:13:27+00:00
fixed matches become conduit pipe making cool cash thanks never believed could make credible wins fixed betting,2023-02-07 18:13:28+00:00
help hatay iskenderun finish help,2023-02-07 18:13:33+00:00
fixed matches become conduit pipe making cool cash thanks never believed could make credible wins fixed betting,2023-02-07 18:13:46+00:00
forces begun sar operation turkey,2023-02-07 18:13:59+00:00
lord jesusfor turkey syria prayafter earthquakes tremors yesterdayfor lost grievingmay peace receivingaid families rescuers tooin tasks theyer going throughby carol shannon,2023-02-07 18:14:11+00:00
takbeers joy removing entire family rubble remained besieged hours northern syria,2023-02-07 18:14:13+00:00
gaziantep,2023-02-07 18:14:30+00:00
erdogans government blocking aid efforts opposition,2023-02-07 18:14:30+00:00
documentation moment building collapse recorded car camera turkey,2023-02-07 18:14:36+00:00
hatay,2023-02-07 18:14:52+00:00
kuwait opens humanitarian air bridge turkey syria,2023-02-07 18:14:53+00:00
declares threemonth state emergency areas struck earthquakes allowing government leeway rescue reconstruction efforts,2023-02-07 18:15:00+00:00
syrians enduring another nightmare time writing killed injured syria mondays,2023-02-07 18:15:01+00:00
donate help victims,2023-02-07 18:15:03+00:00
strikes km nw min ago info,2023-02-07 18:15:04+00:00
occurred km e min ago local time info,2023-02-07 18:15:17+00:00
bricks used construction material collapsed buildings turkeywith strong material really surprising buildings collapsed,2023-02-07 18:15:28+00:00
calling people gta need help,2023-02-07 18:15:50+00:00
new footage earthquake,2023-02-07 18:16:17+00:00
donate turkey,2023-02-07 18:16:38+00:00
qeaf aircraft arrived ton shipment humanitarian aid state qatar benefit victims cooperation amp,2023-02-07 18:16:48+00:00
couldnt possibly prouder heroes work tirelessly since monday rescuers arrived today work added specialised equipment amp lights saved another year old kid trying save year old right bless,2023-02-07 18:16:50+00:00
collapsed building counted reported time working us disappearing fast urgently need rescue teams world,2023-02-07 18:16:54+00:00
departing rescue squads officers sent ra minister internal affairs vahe ghazaryan deputy minister rescue service kamo tsutsulyan,2023-02-07 18:17:00+00:00
prayers people turkey syria please pray turkey syria ya allah please save peoples injured,2023-02-07 18:17:10+00:00
den bir,2023-02-07 18:17:12+00:00
earthquake turkey even need tanksthis freedom speech france,2023-02-07 18:17:13+00:00
firefighters rescued oneyearold girl rubble quakehit southern trkiye,2023-02-07 18:17:19+00:00
shall never forget stood united us crucial time quest freedom humanity borders thoughts hard time,2023-02-07 18:17:21+00:00
contact us via email info direct message solidarity earthquake survivors,2023-02-07 18:17:56+00:00
video update teams northern syria treating injured people ambulances supporting hospitals donated emergency medical kits blankets several locations already continue,2023-02-07 18:18:02+00:00
occurred km e min ago mercy almighty god,2023-02-07 18:18:09+00:00
pakistan stands brothers turkey syria lebanon jordan hour sorrow provide possible help get disaster caused earthquake said,2023-02-07 18:18:14+00:00
visited dr rilwanu sulaiman adamu presented horse gift,2023-02-07 18:18:38+00:00
special pray turky may god bless protect themameen,2023-02-07 18:19:07+00:00
hope,2023-02-07 18:19:14+00:00
unawar everything pure heart angel,2023-02-07 18:19:16+00:00
little girl said rescuer sir rescue brother become slaves rest lives,2023-02-07 18:19:22+00:00
know say want blame anyone happened us sorry cannot help wars earthquake fire tsunami floodall nightmare keeps goin economy fcked nothin changes,2023-02-07 18:19:36+00:00
turkey brothers sister post ko etna retweet kary okay turkey okay logo ko pata chaly okay ham es mushkil garhi may unkay sath hay,2023-02-07 18:19:41+00:00
outcome yesterday game bought sir would prefer say man sees tomorrow best sir appreciate,2023-02-07 18:19:53+00:00
yearold girl rescued mine workers hours stuck rubble hit trkiyes southern regionspray trkiye,2023-02-07 18:20:17+00:00
days earlier haspublished predicted scientist,2023-02-07 18:20:28+00:00
worldly difficulties reality causes benefitsturkeysyria,2023-02-07 18:20:41+00:00
link,2023-02-07 18:21:19+00:00
link,2023-02-07 18:21:30+00:00
need help direct message ig,2023-02-07 18:21:41+00:00
lutfen paylasir misiniiiizzx,2023-02-07 18:21:48+00:00
cok acill,2023-02-07 18:21:57+00:00
astounding footage child rescued via,2023-02-07 18:21:58+00:00
lets pray turkey,2023-02-07 18:22:58+00:00
providing homes support,2023-02-07 18:23:17+00:00
turkey strange behavior observed birds earthquake,2023-02-07 18:23:17+00:00
president arif alvi visited lrh along caretaker chief minister khyber pakhtunkhwa muhammad azam khan enquired health injured,2023-02-07 18:23:20+00:00
ya allah protect widows people turkey condition better form,2023-02-07 18:23:36+00:00
another child rescued via,2023-02-07 18:24:10+00:00
strikes km sw min ago info,2023-02-07 18:24:40+00:00
sweden cursed god explanation shame people shame population unable raise voices,2023-02-07 18:24:52+00:00
guys please pray turkey syria,2023-02-07 18:24:52+00:00
hi frankyou aware earthquake turkey reached earthquake warning post sent us days earthquake please evaluate let us know predictions coming days thank,2023-02-07 18:25:17+00:00
occurred km nw min ago local time info,2023-02-07 18:25:22+00:00
diva guys platforms,2023-02-07 18:25:33+00:00
bazi serefsizler zanilo ile ilgili tag actigimiz iddia ediliyor top trending hashtags twitter turkey via,2023-02-07 18:25:46+00:00
time pakistan step forward donate always helped us time us help painful situationplease everyone try donate single penny create impact,2023-02-07 18:26:00+00:00
stronger together,2023-02-07 18:26:03+00:00
thank brothers brother hundreds years lets define relationship tragedies happened since,2023-02-07 18:26:28+00:00
donate hereplease everyone spread message,2023-02-07 18:27:12+00:00
turkey turns elon musks offer activate spacex starlink country deadly earthquake,2023-02-07 18:27:12+00:00
cryptos nfts wait thing matters life life turkey declared level emergency result earthquakes accepting countries search rescue teams every volunteer donation counts,2023-02-07 18:27:36+00:00
huge fire port iskenderun turkey,2023-02-07 18:27:48+00:00
hope ok circumstances raise funds regions world already endured much im asking poets direct message would able help reading special event details follow please share,2023-02-07 18:27:51+00:00
high standardized people society labels celebrities popular platform quite whats happening world dont turkey syria understand whats happening need human,2023-02-07 18:27:58+00:00
useful information ways help shared engin,2023-02-07 18:28:00+00:00
faulting motion caused moment tensor map seismological institutes,2023-02-07 18:28:13+00:00
holding daughters nice day died rubble kahraman turkey,2023-02-07 18:28:48+00:00
hatay,2023-02-07 18:28:52+00:00
dad holding yearold daughters frozen hand got killed concrete wreckage disaster caught people unguarded freezing cold amid economical crisis quake hit vulnerable populations country,2023-02-07 18:28:58+00:00
strikes km nw min ago info,2023-02-07 18:29:07+00:00
encourage everyone aid partner organization providing necessary aid relief effort trkiye use donation link belowwe purchasing urgent necessities winter coats blankets food items etc,2023-02-07 18:29:11+00:00
hope thread help inshallah,2023-02-07 18:29:17+00:00
deepest condolences families lost someone affected earthquake turkey syriaand wish recovery injured hearts,2023-02-07 18:29:39+00:00
sending love support affected earthquake turkey syria thoughts difficult time stay strong stay safe,2023-02-07 18:29:43+00:00
hatay,2023-02-07 18:29:45+00:00
strikes km n min ago info,2023-02-07 18:29:58+00:00
expressed sadness loss life caused february th offered condolences affected disaster,2023-02-07 18:30:00+00:00
hatay,2023-02-07 18:30:17+00:00
turkey syria quake could affect million people,2023-02-07 18:30:21+00:00
win paypal gift card enter information chance win miss incredible opportunity get hands extra cash enter good lucklink,2023-02-07 18:30:24+00:00
cat rescued turkey whole one day thank rescue teams,2023-02-07 18:30:28+00:00
top trending hashtags twitter world via,2023-02-07 18:30:45+00:00
little girl said rescuers thatsir rescue brotherwe become slaves rest lives,2023-02-07 18:31:03+00:00
hatay,2023-02-07 18:31:05+00:00
hatay,2023-02-07 18:32:02+00:00
event wrapup today hit local time utc shaking felt km approximately people turkey syria syrian arab republic lebanon,2023-02-07 18:32:15+00:00
hello europe cannot transport collected helps could please help transportation,2023-02-07 18:33:08+00:00
ask allah swt mercy earthquake victims turkeywe ask allah swt mercy ones returned allah swt may allah swt give highest level jannah,2023-02-07 18:33:13+00:00
haarp deliberately destroying earth societies also vibrate earths tectonic plates causing earthquakes weaponised climate change weather warfare knew,2023-02-07 18:33:36+00:00
strikes km nw min ago info,2023-02-07 18:33:56+00:00
turkey hit massive earthquake destroyed cities many lives lost many still fighting lives ruins please donate following trusted links please shareamprt web frens need help,2023-02-07 18:34:02+00:00
provide chance depoliticize,2023-02-07 18:34:13+00:00
greek media reporter kostidis reporting rescue teem region greek teem unacceptable hatay region milion god save,2023-02-07 18:34:22+00:00
turkey told shahbaz sharif tostay safe stay home,2023-02-07 18:34:35+00:00
life nothing alone life,2023-02-07 18:34:55+00:00
dozens volunteers gather local aid coordination centers istanbul helping coordinate food clothes shoes blankets needs earthquake struck areas,2023-02-07 18:35:13+00:00
italian rescue contingent firefighters arrived hatay area last operations construction basecamp underway hope give help possible kalbimiz sizinle,2023-02-07 18:35:17+00:00
yearold gul inal rescued rubble hatay province hours quake hit southern trkiye,2023-02-07 18:35:23+00:00
gaziantep,2023-02-07 18:35:29+00:00
true hit cities beared massive message god stop disobedience,2023-02-07 18:35:36+00:00
trusted charity organization personally donate ground heart goes people currently suffering hopefully individual pulled safety soon keeping everyone prayers,2023-02-07 18:35:37+00:00
child lost family today left alone tired hungryhis family members survived war siege journey displacement killed,2023-02-07 18:36:24+00:00
holding daughters nice day died rubble kahraman,2023-02-07 18:36:26+00:00
lets helpplease anything help people turkey amp syria heres list different organizations read,2023-02-07 18:36:29+00:00
father could let go daughters hand died wreckage,2023-02-07 18:36:41+00:00
strong earthquake shaking near coast appears caused ground settlement lowering elevation high tide levels strong winds last night pushed seawater onshore flooding new lowlying areas,2023-02-07 18:36:45+00:00
every picture telling sad story,2023-02-07 18:36:49+00:00
two deadly earthquakes turkey still generating aftershocks effect already vulnerable situation affected areas,2023-02-07 18:36:54+00:00
strikes km n min ago info,2023-02-07 18:37:07+00:00
fresh virtual presses monumental crisis political test,2023-02-07 18:37:45+00:00
death toll earthquake turkey syria exceeded number earthquake victims could million warns,2023-02-07 18:37:54+00:00
kerem brsin sharing messages victims day long important toothe list urgent things help rescue people rubble lot nursing material needed,2023-02-07 18:38:11+00:00
allah enjoy causing sufferings,2023-02-07 18:38:30+00:00
win paypal gift card enter information chance win miss incredible opportunity get hands extra cash enter good lucklink,2023-02-07 18:38:32+00:00
russian emergencies ministry sends aircraft turkeythe amphibious aircraft planned used help extinguish fire port iskenderun,2023-02-07 18:38:42+00:00
big earthquake beautiful country turkey people need help right equals turkish lira cold outside people need helpplease donate able raise awareness help us get help,2023-02-07 18:38:55+00:00
update turkiye earthquakes dead injured,2023-02-07 18:38:59+00:00
thanks friends pray people country good luck kripto,2023-02-07 18:39:15+00:00
trapped collapsed building malatyaturkey yearold aysima rescued alive hours later,2023-02-07 18:39:52+00:00
love turkish celebs country unparalleled always taking initiatives even part frontline incredible,2023-02-07 18:40:06+00:00
karnataka government tuesday set helpline facilitate information assistance flow effected people karnataka,2023-02-07 18:40:10+00:00
health minister koca announced people died people injured,2023-02-07 18:40:33+00:00
search rescue efforts teams continue despite darkness night severe weather conditions cities twins rescued rubble building hours,2023-02-07 18:40:38+00:00
another little angel rescued,2023-02-07 18:41:02+00:00
midst unimaginable crisis turkey backed groups shelling kurdish region people still rubble staying cold fibre humanity turkish regime,2023-02-07 18:41:08+00:00
yaa allah save brother sister turkeyamp syria,2023-02-07 18:41:28+00:00
retweet,2023-02-07 18:41:50+00:00
gemi olsun trkiyem starting monday night huge earthquakes magnitude trkiye neighboring countries strength everyone whose lives touched terrible events prayers,2023-02-07 18:41:53+00:00
god even bed families turkeys near epicentre mondays deadly forced spend night outside freezing cold thousands people lost homes,2023-02-07 18:42:01+00:00
happening ireland protest uncontrolled immigration amp covered mainstream media south africa called xenophobia,2023-02-07 18:42:08+00:00
stay strong turkey,2023-02-07 18:42:17+00:00
state letting humanitarian aid reach area thousands people outside degrees want donations reach victims,2023-02-07 18:42:48+00:00
hatay un anno fa,2023-02-07 18:42:58+00:00
state holding back ready rescue teams etc thousands people deaths bodies still collapsed buildingsvictims disaster helping eachother streets,2023-02-07 18:43:01+00:00
please donate ahbap,2023-02-07 18:43:18+00:00
may allah swt ease hardships,2023-02-07 18:43:30+00:00
polish search rescue team rescued rd survivor wreckage turkey hours,2023-02-07 18:43:33+00:00
sar continues st hour first earthquake,2023-02-07 18:43:33+00:00
people live sterling area contact instagram adress want drop anything list donations transfer turkish embassy,2023-02-07 18:43:33+00:00
one biggest strongest earthquake ever occurred dont try find culprits,2023-02-07 18:43:43+00:00
mystery life power love alonerescuers tried hard get young girl ruble alivethey manage minutes rescuing yrs old sister burst tears,2023-02-07 18:44:05+00:00
registered since last big one hours ago mostly small aftershocks,2023-02-07 18:45:07+00:00
strikes km w min ago info,2023-02-07 18:45:08+00:00
ht rt young children rescued rubble turkeys earthquake,2023-02-07 18:45:10+00:00
thank sozan fahmi,2023-02-07 18:45:33+00:00
sweet lynn means earthquake turkish,2023-02-07 18:46:00+00:00
got back computer village abeg na iphone dey behelp check abeg,2023-02-07 18:46:05+00:00
update dead injured,2023-02-07 18:46:11+00:00
health officials said numbers likely increase correspondent voice america istanbul,2023-02-07 18:46:36+00:00
country needs help people confirmed dead injured amp buildings collapsed people lost home families,2023-02-07 18:46:39+00:00
agoone people stuck rubble shoots video end video aftershock occursuntil moment aid entered affected areas northwestern,2023-02-07 18:47:08+00:00
hatay,2023-02-07 18:47:40+00:00
emergency earthquake appeal,2023-02-07 18:48:04+00:00
hatay,2023-02-07 18:48:10+00:00
terrifying touching scene young man rubble recording moments lived amid screams wailing others rubble result earthquake,2023-02-07 18:48:16+00:00
update occurred km sw min ago local time info,2023-02-07 18:48:45+00:00
listen jeje audiomack enjoy fun loving crazy afrobeat sound first track got released audiomack also listen song online,2023-02-07 18:48:47+00:00
dont huge platform please retweet efforts try spread awareness everyone resides north america looking help turkey syria please click us aid organization agencys link,2023-02-07 18:48:48+00:00
despite fact earth scientists understand mechanism earthquakes take place,2023-02-07 18:49:12+00:00
words,2023-02-07 18:49:12+00:00
fucked cannot take anymore need help,2023-02-07 18:49:30+00:00
father cannot let go yr old daughters hand devastation loss life heartbreaking,2023-02-07 18:49:41+00:00
picture earthquake happened turkey google mob ties syria dog erdogan chatgpt codm core maya,2023-02-07 18:50:36+00:00
grateful thank pals,2023-02-07 18:50:39+00:00
means media turkey spreading rumors strange explosion nuclear missile tests turkish government caused earthquake things iran,2023-02-07 18:50:48+00:00
yaa allah save brother sister turkeyamp syria,2023-02-07 18:50:51+00:00
strikes km n min ago info,2023-02-07 18:51:02+00:00
hatay,2023-02-07 18:51:03+00:00
moment child born mother rubble earthquake aleppo syria died born earthquakemay god give patience people mercy victims,2023-02-07 18:51:07+00:00
brothers build together stick togetherwhen winter comes lone wolf dies pack survives,2023-02-07 18:51:12+00:00
thoughts prayers turkey face aftermath earthquake pakistan stands turkish brothers sisters difficult time,2023-02-07 18:51:17+00:00
turkiye provide free ambulances fire brigades special equipments disaster zones turkiye,2023-02-07 18:51:37+00:00
crowd cheers several kids rescued rescuers hours stuck rubble,2023-02-07 18:52:18+00:00
yearold gul inal rescued rubble hatay province hours quake hit southern trkiye,2023-02-07 18:52:53+00:00
israeli rescue team started operation try find,2023-02-07 18:53:00+00:00
rescue teams already sending people fire enginesvehicles help proud regular citizens help donating,2023-02-07 18:53:07+00:00
tragedy beyond words global community needs extend possible support affected heart breaking calamity enormity devastation ascertained later take long long time healing even begin,2023-02-07 18:53:11+00:00
step forward make move burn lunc help victims back better practical philosopher hour need turkish brothers,2023-02-07 18:53:15+00:00
wont let go hand heartbreaking turkish father mesut hancer holds nice day yearold daughter irmak crushed earthquake turkish region kahramanmara,2023-02-07 18:53:31+00:00
syrian child rescued danger spot,2023-02-07 18:53:33+00:00
yayin,2023-02-07 18:53:34+00:00
palestinian children light candles express solidarity victims earthquake turkey syria khan younis southern gaza strip,2023-02-07 18:53:44+00:00
breaking news two different earthquakes one magnitude magnitude occurred turkey one otherthe second earthquake closer aftershocks,2023-02-07 18:53:56+00:00
earthquake update death toll passes numbers expected rise thousands still debris,2023-02-07 18:54:11+00:00
syrian child rescued danger spot,2023-02-07 18:54:12+00:00
syrian girl protects little brother rubble home collapsed ground earthquake yesterday,2023-02-07 18:54:15+00:00
never earthquake like kyoto bhuj,2023-02-07 18:54:18+00:00
end day night,2023-02-07 18:54:42+00:00
reacue operation way precious lives debris,2023-02-07 18:55:07+00:00
portuguese team good luck everyone,2023-02-07 18:55:25+00:00
celebrities followed amp popular hollywood celebs able rally help simply excuse one influential turks stay silentdonation takes time spreading message instant thanks active,2023-02-07 18:55:31+00:00
according ministry turkey people died people injured due terrible earthquake turkey yesterday,2023-02-07 18:55:33+00:00
join extend sympathiesstay strong trkiye,2023-02-07 18:55:45+00:00
wont let go hand heartbreaking turkish father mesut hancer holds nice day yearold daughter irmak crushed earthquake turkish region kahramanmara,2023-02-07 18:55:51+00:00
strikes km sw min ago info,2023-02-07 18:55:52+00:00
daughter alive asked help help come froze death chilling documentation turkey mother lost daughter earthquake,2023-02-07 18:55:57+00:00
maybe strong possibly utc birgi turkey km felt km twitter,2023-02-07 18:55:59+00:00
dbl streamingthoughts amp prayers affected gives tonight amp join us livew amp,2023-02-07 18:56:00+00:00
body bags lined outside hospital hatay province turkey,2023-02-07 18:56:09+00:00
believe haarp think,2023-02-07 18:56:19+00:00
please consider donating retweeting best friends fund family kahramanmara heavily affected recent trkiye,2023-02-07 18:56:22+00:00
gaziantep yayin,2023-02-07 18:56:32+00:00
turkey syria quake could affect million people,2023-02-07 18:57:48+00:00
grateful thank pals thank,2023-02-07 18:58:06+00:00
could please help us earthquake inturkey maybe detect people wreckage satellite provide internet starlink,2023-02-07 18:58:31+00:00
trying circumstances could abandon brothers trkiye cm,2023-02-07 18:58:50+00:00
hearts loved ones victims disastrous earthquake struck week claimed lives counting,2023-02-07 18:59:00+00:00
boy save h buried,2023-02-07 18:59:28+00:00
hatay,2023-02-07 18:59:34+00:00
update death toll turkey syria earthquake rises,2023-02-07 19:00:00+00:00
donate help rescue efforts turkey syria earthquakes,2023-02-07 19:00:01+00:00
angle protected brother head debrismillions thanks almighty allah two,2023-02-07 19:00:17+00:00
dangerous place women brutally beaten husband amp brother forehead ripped open getting help police medical assistance,2023-02-07 19:00:38+00:00
excellent amp thorough thread earthquake like recent turkeysyria quake would southern california amp working prepare,2023-02-07 19:00:41+00:00
gaziantep,2023-02-07 19:00:58+00:00
tearful reunion small boys rescued alive earthquake rubble antakya,2023-02-07 19:01:00+00:00
tearful reunion small boys rescued alive earthquake rubble antakya,2023-02-07 19:01:00+00:00
recent serves reminder life precious must hold loved ones close cherish moment never take single day granted,2023-02-07 19:01:23+00:00
pakistans rd flight carrying rescue teams amp relief assistance brotherly people arrives pakistan stands solidarity turkish brethren difficult time,2023-02-07 19:01:27+00:00
hours passed turkeysyria catastrophe sams teams working nonstop check video latest updates facilities,2023-02-07 19:01:32+00:00
ottawa montreal donation locations,2023-02-07 19:01:37+00:00
yo girl protecting little brothermy heart sinks see pictures like thismore people confirmed dead turkeyprayers,2023-02-07 19:01:49+00:00
ah ah,2023-02-07 19:02:15+00:00
turkey appeals emergency assistance respond urgent needs hundreds thousands earthquake victims south turkey,2023-02-07 19:02:55+00:00
gaziantep,2023-02-07 19:03:12+00:00
thanks hungary help turkiye,2023-02-07 19:03:14+00:00
sending love strength affected recent earthquake turkey thoughts difficult time stay safe know alone,2023-02-07 19:03:21+00:00
turkish news english,2023-02-07 19:03:49+00:00
