text,date
tecna prepare obsessed sheer shimmery hishine gloss inspired winx fairy checkout,2023-02-06 19:21:41+00:00
condolences victims earthquake turkey,2023-02-06 19:21:41+00:00
interesting grouping quakes,2023-02-06 19:21:42+00:00
help victims earthquake donating kana,2023-02-06 19:21:42+00:00
earthquake hits syria hr dead shockwaves continues,2023-02-06 19:21:50+00:00
turkey declared national mourning days,2023-02-06 19:21:53+00:00
hey elon need starlink turkey,2023-02-06 19:21:54+00:00
good night,2023-02-06 19:21:57+00:00
firms rally set wallets global crypto donations victims many companies already committed donating,2023-02-06 19:22:00+00:00
may allah swt help suffering grant passed away jannah ameen,2023-02-06 19:22:02+00:00
eastern turkey probability next days within km radius one details,2023-02-06 19:22:03+00:00
death toll surpasses k officials continue update death toll rescue efforts continue cnn,2023-02-06 19:22:04+00:00
aminnn,2023-02-06 19:22:05+00:00
pray turkey,2023-02-06 19:22:06+00:00
christian atsu scored stoppage time goal hatayspor last night made whole region happy today rubble region devastated earthquakelife cruel thoughts prayers,2023-02-06 19:22:09+00:00
praying close friends fans turkey,2023-02-06 19:22:12+00:00
heartbreaking photo day,2023-02-06 19:22:14+00:00
earthquake devastated brothers prayers lost thier lives,2023-02-06 19:22:16+00:00
lucky escape irish studentsgod help poor turkish people,2023-02-06 19:22:20+00:00
sorry say ok donations said publiclyyou help want help instead feel like use tragedy praised stand well anymore,2023-02-06 19:22:22+00:00
baby born mom trapped rubble syria,2023-02-06 19:22:44+00:00
greek disaster rescue team set elefsina airport aboard c cargo plane loaded aid materials team includes firefighters search rescue specialists led professor efthymios lekkas,2023-02-06 19:22:51+00:00
hatay,2023-02-06 19:22:54+00:00
turkey istanbul metropolitan municipality ibb requirements list please sensitive,2023-02-06 19:22:55+00:00
rubble dying,2023-02-06 19:22:56+00:00
strikes km se min ago info,2023-02-06 19:22:57+00:00
amin amin amin,2023-02-06 19:23:14+00:00
may great allah mercy lost lives catastrophic earthquake may injured heal soon inshaallah ameen,2023-02-06 19:23:21+00:00
hatayyy,2023-02-06 19:23:23+00:00
prayers turkey,2023-02-06 19:23:31+00:00
gaziantep,2023-02-06 19:23:31+00:00
yes doubt itit done called developed nations,2023-02-06 19:23:32+00:00
please help help us share spread look forward support great earthquake country thousands people died many cities waiting help world,2023-02-06 19:23:35+00:00
death toll rises,2023-02-06 19:23:37+00:00
burial victims syrian town people died deadly earthquake hitting,2023-02-06 19:23:42+00:00
may also help donations affected people turkeysyria earthquake,2023-02-06 19:23:44+00:00
catastrophe syria al jazeera journalist breaks tears report town everything around reduced rubble earthquake,2023-02-06 19:23:49+00:00
nobody fit kill yoga yeah fav song yoga feel free rate cover,2023-02-06 19:23:53+00:00
prayers,2023-02-06 19:23:57+00:00
heartbreaking photo day,2023-02-06 19:23:58+00:00
help members turkish syrian communities canada stay touch loved ones difficult time videotron waiving call charges countries february,2023-02-06 19:24:00+00:00
spokesperson meryem aslan currently epicentre todays tue th discuss oxfam amp partners response amp amidst loss life property,2023-02-06 19:24:02+00:00
earthquake hits syria hr dead shockwaves continues,2023-02-06 19:24:02+00:00
im silent happinessotherwise also heart feel pain know soul left body breathe back life pleaseonly words could express really feel prides broken,2023-02-06 19:24:02+00:00
world sending pakistan sending imported govt insensitive imposter private message disgracelove people pak affected people sorry clown,2023-02-06 19:24:04+00:00
dualshock wireless controller playstation,2023-02-06 19:24:06+00:00
indians need stop commenting idiotic things thing radical islamist country people nothing us stop tweeting weird things makes us look bad,2023-02-06 19:24:16+00:00
latest number victims following earthquake turkey rose dead injured syria number victims rose total number victims result earthquake syria turkey together stands,2023-02-06 19:24:27+00:00
xbabdaccfeffbffplease surprise id appreciate anything please bad thank,2023-02-06 19:24:33+00:00
read though situation makes sad become worrying people therewe understand stand,2023-02-06 19:24:34+00:00
death toll risen rescue teams,2023-02-06 19:24:38+00:00
saddened whats happening country everyone still talking fate todays contemporary world please openminded research take precautions fate change without even realizing,2023-02-06 19:24:42+00:00
horrendous scenes send help aid possible,2023-02-06 19:24:47+00:00
aminnnnnnnnnnn,2023-02-06 19:24:47+00:00
heart goes impacted devastating earthquake syria turkey thoughts prayers,2023-02-06 19:24:49+00:00
hearts go amp lost loves ones affected major sending prayers,2023-02-06 19:24:52+00:00
one strong powerful utility speed value transferred thank helping earthquake victims,2023-02-06 19:24:52+00:00
believe power prayer pray everyone turkey iran syria devastation,2023-02-06 19:25:00+00:00
biggest earthquake turkiye years people died injuring peoplewatch,2023-02-06 19:25:05+00:00
brother says civil defense forces syria equipped basically volunteers helping injured moment,2023-02-06 19:25:09+00:00
huge condolences people deadly,2023-02-06 19:25:10+00:00
kindly amp islamic relief teams ground responding disaster turkiye syriadonate,2023-02-06 19:25:16+00:00
audio thank journalist jack zahora joining gripping firsthand account devastation fortunately jack family safeyou hear conversation,2023-02-06 19:25:17+00:00
devastatingeven japan,2023-02-06 19:25:21+00:00
video people killed series powerful earthquakes centered southeastern trkiye jolted wider region early monday,2023-02-06 19:25:32+00:00
please remember helpers hurt quakes well along friends families americans never experienced anything like although coming cascadian quake may change,2023-02-06 19:25:48+00:00
pray afflicted people turkey syriathe prophet islam says whoever hears voice man shouting,2023-02-06 19:26:00+00:00
thoughts neighbours turkey syria following major earthquake regionmany lives lost sad,2023-02-06 19:26:07+00:00
footage runway hatay airport due damage airport operating flights redirected adana,2023-02-06 19:26:09+00:00
hatay mayor ltf sava degrees outsidethere high risk death hypothermiathe region currently cut electricity water heatingwe need urgent help,2023-02-06 19:26:10+00:00
solidarity heartfelt prayers syria,2023-02-06 19:26:11+00:00
need help rarely post twitter social media channels today turkey got hit strong least far mag far know,2023-02-06 19:26:11+00:00
keep sisters brothers,2023-02-06 19:26:11+00:00
soon political landscape world dominated disasters couldve thought,2023-02-06 19:26:12+00:00
one biggest earthquakes know history happened turkey trusted charity turkey find bank account numbers website swift code isbktristyrkietgrammymarziauefa,2023-02-06 19:26:13+00:00
sad cruel day wish peace stability turkish syrian peoples,2023-02-06 19:26:15+00:00
heart goes difficult time wishing ease peace comfort courage time sorrow,2023-02-06 19:26:19+00:00
sending love people turkey syria hit shocking series quakes,2023-02-06 19:26:24+00:00
dog stands beside owner waiting help,2023-02-06 19:26:28+00:00
nizip,2023-02-06 19:26:33+00:00
,2023-02-06 19:26:34+00:00
shadow,2023-02-06 19:26:40+00:00
stand brothers,2023-02-06 19:26:47+00:00
death toll earthquakes southeastern trkiye rises least people injured,2023-02-06 19:26:48+00:00
massive earthquake magnitude turkey syria please pray victims,2023-02-06 19:26:50+00:00
please pray caught horrific aftermath thinking tonight grieve loss life livelihoods tend suffering pain victims support heroic efforts emergency services,2023-02-06 19:27:04+00:00
im heartbroken earthquakes people lost almost ever citizen countries sending help country lot people still crashed building freezing cold people talk act bull,2023-02-06 19:27:07+00:00
able please donate ahbap help spread word even slightest help needed sources enough need help,2023-02-06 19:27:11+00:00
pray turkey,2023-02-06 19:27:12+00:00
prayers turkiya syria massive stroke earthquake,2023-02-06 19:27:17+00:00
heart people turkey syria,2023-02-06 19:27:19+00:00
haarp deliberately destroying earth healthi wonder findings research uncoveredthis needs shared noticed sleepers wake,2023-02-06 19:27:32+00:00
last night hit earthquake devastating country affected heartbreaking tragedy stand deeply saddened,2023-02-06 19:27:42+00:00
powerful magnitude earthquake hits southern prayers turkey syria lebanon places affected earthquake allah reham,2023-02-06 19:27:44+00:00
breaking oil tankers container ships dry cargo ships used transport ukrainian grain catch fire biggest port eastern mediterranean iskenderun,2023-02-06 19:27:48+00:00
irony mr said come night look come day,2023-02-06 19:27:57+00:00
israel israeli air force planes take today nabatim base immediately start rescue assistance mission,2023-02-06 19:28:00+00:00
tragedy hope pray turkey,2023-02-06 19:28:03+00:00
reportedly people dead people still trapped billions worth infrastructure destroyed,2023-02-06 19:28:09+00:00
turkey allah please save us,2023-02-06 19:28:09+00:00
may allah bless died injured make strong nationdeep condolences,2023-02-06 19:28:14+00:00
devastating earthquake hitting turkey amp syria morning power god amp allah capable second died numbers death still rising syria already lost everythingmay allah mercy deceased ameen,2023-02-06 19:28:16+00:00
dead southern turkey amp northern syria major earthquakes rescue operation way across much amp magnitude quake struck near early hours monday,2023-02-06 19:28:21+00:00
thank much emily,2023-02-06 19:28:23+00:00
disaster hits close home concerning loved ones puts things perspective sadly really praying friends safe,2023-02-06 19:28:31+00:00
may allah protect brothers sistersprayers trkiye syria countries affected earthquake powerful another,2023-02-06 19:28:35+00:00
oh god indeed power everything please protect turkey amp syria destruction,2023-02-06 19:28:36+00:00
let us pray,2023-02-06 19:28:37+00:00
little zehra district pulled rubble,2023-02-06 19:28:38+00:00
newly constructed building collapsed malatya turkey powerful earthquake,2023-02-06 19:28:40+00:00
relief team along ngos entered turkey reaching earthquake affected areas within hours uk team follow soon,2023-02-06 19:28:43+00:00
hearts world moving towards turkey syria prayers,2023-02-06 19:28:51+00:00
im sorry cannot anything pray,2023-02-06 19:29:02+00:00
prayers affected devastating earthquake,2023-02-06 19:29:08+00:00
prayers always may allah help people injuredand may allah forgive died ameen sumaameen,2023-02-06 19:29:10+00:00
god please help protect brothers sisters,2023-02-06 19:29:14+00:00
people dead people,2023-02-06 19:29:17+00:00
also check company match donation corporate matchinggift programs,2023-02-06 19:29:26+00:00
hatay,2023-02-06 19:29:28+00:00
pray may god help protect affected,2023-02-06 19:29:28+00:00
heartbreaking photo day,2023-02-06 19:29:35+00:00
sending military contingent aid turkey kosovo joins several countries pretty amazing tragedies tend unite humanity helping,2023-02-06 19:29:36+00:00
pray turkey,2023-02-06 19:29:39+00:00
aminnn,2023-02-06 19:29:42+00:00
good night hope,2023-02-06 19:29:42+00:00
best leave politics completely times like human tragedy enough reason every human heart help,2023-02-06 19:29:43+00:00
warned two days epicenter exact place shown tweet,2023-02-06 19:29:49+00:00
praying turkey,2023-02-06 19:29:51+00:00
hatay,2023-02-06 19:29:54+00:00
please help turkey want donate look mention cannot also rt tweet spread thank,2023-02-06 19:29:58+00:00
prayers turkiye amp syria,2023-02-06 19:29:58+00:00
ancient castle used romans byzantines destroyed turkey earthquake,2023-02-06 19:30:11+00:00
cold sorrowful amp heavy night turkey amp syria may allah make easy brethren countries prayers pakistan,2023-02-06 19:30:13+00:00
want help,2023-02-06 19:30:17+00:00
pakistan expresses solidarity turkey devastating earthquakewatch,2023-02-06 19:30:29+00:00
arsenal home away kits available replica versionprice,2023-02-06 19:30:30+00:00
combined death toll rose emergency services said least people died another confirmed fatalities neighbouring,2023-02-06 19:30:37+00:00
pray turkey syria lebanon affected devastating magnitude earthquake,2023-02-06 19:30:38+00:00
prayers solidarity,2023-02-06 19:30:40+00:00
feels sad well,2023-02-06 19:30:46+00:00
guy spot,2023-02-06 19:30:47+00:00
requesting pakistani community world support brothers amp sisters,2023-02-06 19:30:51+00:00
earthquake killed people powerful,2023-02-06 19:30:54+00:00
weve compiled list international local ngos supporting ground emergency aid noted nonmonetary ways take action help,2023-02-06 19:30:58+00:00
see charisma allah child survivor,2023-02-06 19:31:00+00:00
praying turkey right magnitude earthquake killed people absolutely devastating,2023-02-06 19:31:00+00:00
little girl pulled rubblealive hours later urfa turkey,2023-02-06 19:31:02+00:00
allah protect people,2023-02-06 19:31:16+00:00
oteller,2023-02-06 19:31:16+00:00
cant even imagine fear loss faced incident allah akber may allah protect turkey brothers family ameen turkey prayers pakistan,2023-02-06 19:31:24+00:00
start today democracy jones podcast awaits presence,2023-02-06 19:31:32+00:00
pray turkey syria today turkey syria state need help,2023-02-06 19:31:35+00:00
foreign minister held emergency meeting coordinate dispatch emergency aid rescue teams earthquakestricken,2023-02-06 19:31:39+00:00
mankind grateful forever universe offers greed may universe heal everyone,2023-02-06 19:31:45+00:00
friend need friend indeed,2023-02-06 19:31:50+00:00
updatewatch newly constructed building collapsed malatya turkey powerful earthquake,2023-02-06 19:31:52+00:00
warning number geologists middle east believes also risk next daysprecautions taken case,2023-02-06 19:32:00+00:00
announcement regarding inkind donations people affected earthquakes trkiye,2023-02-06 19:32:00+00:00
may allah protect brothers sistersprayers trkiye syria countries affected earthquakelevel alert declared series earth quakes rocked turkey syria killing people,2023-02-06 19:32:00+00:00
amin,2023-02-06 19:32:00+00:00
art explaining catastrophic situation syria turkey,2023-02-06 19:32:07+00:00
tv crew broadcasting live second magnitude hit,2023-02-06 19:32:14+00:00
depressing photos condolences families deceased extremely heartbreaking news still comingi hope everyone need aid receives decrease total casualties,2023-02-06 19:32:17+00:00
god sweden side,2023-02-06 19:32:19+00:00
anyone else waiting commentator expert claim climate change responsible earthquake wait,2023-02-06 19:32:28+00:00
praying people southern turkey syria,2023-02-06 19:32:29+00:00
death toll turkeysyria earthquake passes injured,2023-02-06 19:32:30+00:00
allah hu akbara miracle mother gave birth rescued rubble syria pray baby mother okay pray brothers sisters affected earthquake syria turkey,2023-02-06 19:32:31+00:00
pray,2023-02-06 19:32:35+00:00
hello writing turkey big disaster country right severe earthquakes cities please share people around world help teams enough waiting help,2023-02-06 19:32:40+00:00
turkey earthquake helpfollow pictures clicking link provided thank donates advance tl usd link,2023-02-06 19:32:45+00:00
us state department close contact turkish partners humanitarian response aid begun,2023-02-06 19:32:46+00:00
india offer assistance hunters wants indigenous indians huntedif hunters let rot shouting fake god killing us god couldnt save,2023-02-06 19:32:48+00:00
pray turkey,2023-02-06 19:33:00+00:00
please help lot,2023-02-06 19:33:01+00:00
india offer assistance hunters wants indigenous indians huntedif hunters let rot shouting fake god killing us god couldnt save,2023-02-06 19:33:02+00:00
buildings collapsed earthquakes back back people wounded amp dead counting people stuck rubbles cant reach help turkey mourning,2023-02-06 19:33:05+00:00
moment rescue team rescued child alone without family,2023-02-06 19:33:10+00:00
may allah protect brothers sistersprayers trkiye syria countries affected earthquake powerful another,2023-02-06 19:33:14+00:00
please help turkey want donate look mention cannot also rt tweet spread thank,2023-02-06 19:33:21+00:00
death toll turkey syria climbs least devastating quakes officials say,2023-02-06 19:33:25+00:00
india dispatched national disaster response force teams personnel specially trained canine squads help rescue efforts government also send medical teams relief materials,2023-02-06 19:33:43+00:00
currently family friends students malatya elbistan mara need support abroad flight please take outgoing aid teams,2023-02-06 19:33:48+00:00
breaking death toll turkeysyria earthquake passes injured,2023-02-06 19:33:49+00:00
turkey amp syria earthquaketurkey updatefollow lists newshow helpuse web mobile lists workturkey syria middle east humanitarian,2023-02-06 19:33:51+00:00
sorry friends partners supporters brothers sisters heartbreaking see news,2023-02-06 19:33:58+00:00
amin,2023-02-06 19:34:05+00:00
update pronounced dead scores people rubbleover injuredmany remain cold due aftershocksover buildings completely destroyedturkish gov sent rescue workersinternational help way,2023-02-06 19:34:09+00:00
due severe earthquake border turkey syria death toll far crossed pray god support turkey syria difficult time,2023-02-06 19:34:10+00:00
moment collapse building diyarbakirs kayapnar district panic occurred,2023-02-06 19:34:14+00:00
us state department committed everything help sides turkishsyrian border earthquake,2023-02-06 19:34:21+00:00
aminnn,2023-02-06 19:34:25+00:00
little angel coming debris surly see alive allah please save us,2023-02-06 19:34:27+00:00
small squeeze pure water finish lagos tire ilorin zenith bank,2023-02-06 19:34:31+00:00
fast seems like took seconds nothing rubble,2023-02-06 19:34:34+00:00
cannot fathom hurt pain suffering turkey right aid come keep thoughts send strength love,2023-02-06 19:34:36+00:00
strikes km min ago info,2023-02-06 19:34:37+00:00
contribute donation turkeys earthquake page official secure place,2023-02-06 19:34:38+00:00
ok made story share anything earthquake family ok something,2023-02-06 19:34:45+00:00
shaheen afridi back practice session,2023-02-06 19:34:49+00:00
ummah muhammad situation bad one help usa man pleads muslim world devastating earthquake killed people,2023-02-06 19:34:51+00:00
contribute donation turkeys earthquake page official secure place,2023-02-06 19:34:57+00:00
may allah protect brothers sistersprayers trkiye syria countries affected earthquake powerful another,2023-02-06 19:34:58+00:00
death toll,2023-02-06 19:35:05+00:00
prayers people turkey amp syria lot families lost loved ones homes earthquakemay allah grant high ranks jannah died earthquake,2023-02-06 19:35:10+00:00
turkey hit devastating earthquakes amp magnitudes k confirmed deaths want help turkish philanthropy funds highly reputable us based ngo distributes funds vetted orgs turkey,2023-02-06 19:35:12+00:00
first plane carrying searchandrescue personnel equipment dogs took baku today second third recently th plane also getting ready carry medical personnel night,2023-02-06 19:35:17+00:00
occurred km e min ago local time info,2023-02-06 19:35:24+00:00
turkey,2023-02-06 19:35:30+00:00
please dont pray donate money time aid two major earthquakes within hours heart hurts families communities need help,2023-02-06 19:35:31+00:00
earthquake turkey syria feb least dead magnitude quake,2023-02-06 19:35:38+00:00
strikes km nw min ago info,2023-02-06 19:35:41+00:00
risklayer makes projection victims says could reach,2023-02-06 19:35:47+00:00
operational headquarters established ministry foreign affairs coordinate rescue efforts earthquakestricken,2023-02-06 19:35:47+00:00
death toll turkeysyria earthquake passes injured,2023-02-06 19:35:52+00:00
occurred km sw min ago local time info,2023-02-06 19:35:55+00:00
us state department assistance limited relief efforts also financing efforts recover effects earthquake,2023-02-06 19:35:56+00:00
little girl pulled concrete earthquake,2023-02-06 19:36:04+00:00
indians mocking death citizens turkiye syria dont become person hate time place everything today time stand solidarity people turkiye syria,2023-02-06 19:36:06+00:00
thousands people country rubble terms search rescue team need support countries please rt countries see,2023-02-06 19:36:09+00:00
donation links,2023-02-06 19:36:10+00:00
please donate,2023-02-06 19:36:12+00:00
countries send aid turkey azerbaijan rescue team people bulgaria military transport aircraft loaded equipment rescue team netherlands rescue team rescue dogs pakistan lebanon poland india ukraine rescue team,2023-02-06 19:36:14+00:00
thanks vra,2023-02-06 19:36:15+00:00
may allah protect,2023-02-06 19:36:16+00:00
volunteer health workers fly disaster zone may allah protect nation,2023-02-06 19:36:25+00:00
compassionate powerless father advising son recite kalma tayyaba buried heavy debris,2023-02-06 19:36:26+00:00
latest pakistan podcast episode outit features qusay noor syrian journalist istanbul turkeytopic update turkeysyria earthquakesvideo,2023-02-06 19:36:31+00:00
fine bit digital storytelling fancy bits visual team,2023-02-06 19:36:34+00:00
happy vouch group crypto preferred way donate send addresses,2023-02-06 19:36:35+00:00
aids crypto industry coming destructive earthquakes turkeydeadly earthquakes magnitudes occurred turkey february citizens waiting help news,2023-02-06 19:36:37+00:00
city diyarbakir turkish soldiers rescued yearold girl,2023-02-06 19:36:54+00:00
prayers turkey syria lebanon may allah help protect affected hav mercy everyone turkishbuildings continue collapse due aftershocks,2023-02-06 19:37:01+00:00
sad news border turkey syria series major earthquakes took place fatalities devastation huge heartfelt condolences people may rapid recovery turkey amp syria,2023-02-06 19:37:07+00:00
nearly dead new toll,2023-02-06 19:37:10+00:00
magnitude earthquake trkiye syria swollen lives peopledeepest condolences family,2023-02-06 19:37:11+00:00
hatay,2023-02-06 19:37:15+00:00
painful picture father holds dead daughter trapped rubble house collapsed syrian town north countryside,2023-02-06 19:37:16+00:00
donation links official organizationsafad disaster emergency management authority akut research rescue association turkish red crescent,2023-02-06 19:37:19+00:00
ressources cartes,2023-02-06 19:37:19+00:00
express sympathy earthquake victims turkey syria,2023-02-06 19:37:32+00:00
solidarity support sisters brothers turkish trade union confederations affiliates working emergency first aid services,2023-02-06 19:37:40+00:00
pray turkeyalso find meaning life,2023-02-06 19:37:43+00:00
trip turkey around month ago turkey erdoan turkey values mustafa kemal ataturk still exist,2023-02-06 19:37:44+00:00
great initiative,2023-02-06 19:37:44+00:00
harrowing video sent young refugee fled wartorn country yrs back kilis today similar thousands displaced time new country,2023-02-06 19:37:52+00:00
donation links official organizationsafad disaster emergency management authority akut research rescue association turkish red crescent,2023-02-06 19:37:54+00:00
pray turkey syria,2023-02-06 19:37:58+00:00
please use official turkish govt charities support,2023-02-06 19:38:02+00:00
sending love support affected devastating earthquake turkey thoughts victims families difficult time,2023-02-06 19:38:02+00:00
thus far lives lost injured thousand destroyed buildings authorities declared seven days national mourning,2023-02-06 19:38:04+00:00
heart breaking,2023-02-06 19:38:05+00:00
praying,2023-02-06 19:38:07+00:00
may allah protect,2023-02-06 19:38:13+00:00
warned already syria turkey jordan aware,2023-02-06 19:38:31+00:00
hearts go people turkey affected devastating earthquake send deepest condolences families friends lost lives,2023-02-06 19:38:44+00:00
photos awful disaster example rescue dogs sent search human life thinking people affected earthquake brave teams rescuers legs,2023-02-06 19:38:44+00:00
four million people oppositionheld nw syria live appalling conditions little access healthcare morning entire buildings collapsed neighbourhoods already dilapidated decade war,2023-02-06 19:38:46+00:00
like many iranians grew constantly fearing earthquake also learned first days crucial prof tries raise funds survivors plan donate infovenmo zelle abb,2023-02-06 19:38:49+00:00
hearts go people affected well may physical wounds fully quickly hearts comforted cities rebuilt even stronger,2023-02-06 19:38:49+00:00
let us pray hope peace let us moment silence,2023-02-06 19:38:49+00:00
strongest earthquake hit turkey syria century struck region february leaving dead several thousand injured compassion fund open information give visit,2023-02-06 19:38:50+00:00
may allah accept passed away martyrs may allah ease pain difficulties injured ones ameen,2023-02-06 19:38:51+00:00
messege ig story,2023-02-06 19:38:52+00:00
deepest condolences sympathy people affected devastating turkeye surrounding regions,2023-02-06 19:38:56+00:00
strikes km nw min ago info,2023-02-06 19:39:04+00:00
turkey amp syria earthquaketurkey thread belowfollow lists newshow helpuse web mobile lists workturkey syria middle east humanitarian,2023-02-06 19:39:06+00:00
turkish syrian governments reported deaths respectively following devastating earthquakes caused numerous buildings collapse,2023-02-06 19:39:15+00:00
may allah protect amp help umat e muslimah ameenanother,2023-02-06 19:39:16+00:00
help,2023-02-06 19:39:20+00:00
turkey syria,2023-02-06 19:39:21+00:00
cansn thank much,2023-02-06 19:39:26+00:00
unconfirmed news nuclear plant explode due surfacing twitter correct fakeplease let us know seems horrible,2023-02-06 19:39:29+00:00
blinken speaks phone turkish counterpart offer condolences reiterates us determined provide assistance following devastating earthquakes,2023-02-06 19:39:31+00:00
prime minister shehbaz sharif call president express condolences human amp material losses earthquaketeams comprising doctors paramedics amp rescue workers sent trkiye today help ongoing rescue efforts,2023-02-06 19:39:34+00:00
buildings collapsed number casualties increasing minute many still stranded survivors deal extreme cold lack resources reliable ngo please consider donating,2023-02-06 19:39:35+00:00
hospitals parents hometown elbstan struggling weather forecasts say snow,2023-02-06 19:39:37+00:00
weather manipulation,2023-02-06 19:39:40+00:00
let dreams fear let warm hug suddenly travel high let love pray pain,2023-02-06 19:39:40+00:00
hearts go people turkey affected devastating earthquake send deepest condolences families friends lost lives stand survivors time need,2023-02-06 19:39:41+00:00
picture explains thousands words god save,2023-02-06 19:39:42+00:00
occurred km se min ago local time info,2023-02-06 19:39:42+00:00
earthquake footage unbearable watch little children pulled rubble may allah give sabr strength many lives lost,2023-02-06 19:39:42+00:00
may find strength hold save rebuild solidarity greece dear friends thoughts dont give strong,2023-02-06 19:39:43+00:00
heart wrenching prayers people turkey syria suffered due earthquakemay allah shield us,2023-02-06 19:39:46+00:00
thank ukraine,2023-02-06 19:39:47+00:00
kudos ambassador working around clock raise awareness support victims,2023-02-06 19:39:51+00:00
cat saved,2023-02-06 19:40:03+00:00
selman altunba called citizen rubble made fun arrested good job gave necessary punishment amp arrest,2023-02-06 19:40:08+00:00
many people may died turkeysyria quake estimates bbc,2023-02-06 19:40:11+00:00
sos help hataysearch rescue work hatay started yet number people lost lives hatay one regions affected earthquake mayors deputies calling help,2023-02-06 19:40:11+00:00
earthquake country facing great destruction earthquake provinces destroyed many houses many dead many lives extinguished state would like express gratitude countries helped,2023-02-06 19:40:12+00:00
turkey earthquake death toll rises injured,2023-02-06 19:40:29+00:00
trkiye observe seven days national mourning deadly earthquakes hit several southern provinces president recep tayyip erdogan announced,2023-02-06 19:40:31+00:00
strikes km min ago info,2023-02-06 19:40:34+00:00
scenes gaziantep morningrescuers looking survivors one building falls,2023-02-06 19:40:36+00:00
earthquakes affected region approximately million people live provinces buildings collapsed suffered injuries died far please donate help,2023-02-06 19:40:37+00:00
cant even try understand difficult must cope destruction dont lose hope though get light end tunnel,2023-02-06 19:40:40+00:00
link page follow socials check music like comment follow channel price lomonte,2023-02-06 19:40:42+00:00
eu help ground,2023-02-06 19:40:46+00:00
help turkey,2023-02-06 19:40:49+00:00
another earthquake turkey may allah mercyour prayers affected,2023-02-06 19:40:49+00:00
teams delivering medical items hospitals treating wounded earthquake thank saving lives please continue giving,2023-02-06 19:40:57+00:00
prays best wishes lost earthquake turkey syria willing please donate help people,2023-02-06 19:40:58+00:00
praying turkey lebanon syria may allah heal wounded souls,2023-02-06 19:40:59+00:00
typical terrorists pakistan bangladesh india somaliaethiopia amp sudanthey deported asapwe cannot coexist savages,2023-02-06 19:41:03+00:00
hire servicesall device responsive pc mobileprofessional amp user friendlyredesign ecommerce storeproduct import listing,2023-02-06 19:41:06+00:00
help turkeywe hit devastating earthquakes reaching magnitudes casualties reported find information,2023-02-06 19:41:12+00:00
pray survivors thousands families affected coldest season year always people frontline suffering saving lives,2023-02-06 19:41:13+00:00
occurred km min ago local time info,2023-02-06 19:41:13+00:00
group aid workers airport flying earthquake stricken areas gaziantep best forefront humanitarian aid,2023-02-06 19:41:20+00:00
prayers turkiye syria countries affected earthquake powerful,2023-02-06 19:41:21+00:00
white house ministers foreign affairs defense discussed contacts turkish counterparts effects earthquake struck turkey,2023-02-06 19:41:28+00:00
prayers hopes sorrow brothers amp sisters turkey may heal soon rise always,2023-02-06 19:41:31+00:00
may allah help affected cold,2023-02-06 19:41:41+00:00
touching scene syrian father teaches child stuck rubble become martyrs light inability help,2023-02-06 19:41:42+00:00
heartbroken devastating southeast amp sending love amp support affected let us come together offer aid amp comfortour thoughts amp prayers go turkish friends amp clients stay strong,2023-02-06 19:41:53+00:00
spoke counterpart says humanitarian crossings must remain open allow ngos travel across border,2023-02-06 19:41:54+00:00
un chief deeply saddened loss lives caused earthquake turkey syria read story,2023-02-06 19:41:55+00:00
heartbreaking since earthquake till many people still rescued turkey syria needs help forms,2023-02-06 19:42:00+00:00
families turkey spend night streets fear new earthquakes landslides see,2023-02-06 19:42:00+00:00
updated amp updatedeads injured missing rescued buildings lost turkey gt deads injured gt deads injured,2023-02-06 19:42:08+00:00
sorry,2023-02-06 19:42:09+00:00
prayers turkey syria lebanon places affected colossal quake today,2023-02-06 19:42:16+00:00
devastating much strength familiesthe earthquake turkey amp syria shaken us hearts go lost loved ones homes pray swift recovery rebuilding affected areas,2023-02-06 19:42:35+00:00
last hug father gave son,2023-02-06 19:42:36+00:00
number people lost lives earthquake increased injured turkey declares days national mourning wake deadly earthquakes turkeysyria earthquakes live dead rescue efforts ongoing,2023-02-06 19:42:53+00:00
deepest sincere condolences died families torn pieces thoughts,2023-02-06 19:42:58+00:00
hatay,2023-02-06 19:43:00+00:00
solidarity turkish syrian people thank standing us,2023-02-06 19:43:00+00:00
rescuers continuing search survivors rubble aftermath magnitude earthquake killed people turkey syriafollow continuing coverage,2023-02-06 19:43:05+00:00
may allah protect brothers sistersprayers countries affected earthquake powerful may allah swt help suffering grant passed away jannah ameen,2023-02-06 19:43:10+00:00
according portuguese media bola ghanaian winger christian found alive hours rubble hospital injuries right foot breathing difficulties,2023-02-06 19:43:14+00:00
mayor search rescue teams also buried rubble need teams outside access city greatly problematic,2023-02-06 19:43:17+00:00
person predict earthquake days ago,2023-02-06 19:43:20+00:00
pray,2023-02-06 19:43:27+00:00
telavivs municipality building tonight,2023-02-06 19:43:31+00:00
hatay,2023-02-06 19:43:39+00:00
god people world tired problems diseases floods earthquakes etc promised savior person think days,2023-02-06 19:43:40+00:00
pray turkey pray turkey pray turkey please help please help,2023-02-06 19:43:42+00:00
sooner later region southcentral turkey jordan syria lebanon,2023-02-06 19:43:43+00:00
may allah protect,2023-02-06 19:43:59+00:00
make donations turkey ahbap association,2023-02-06 19:44:14+00:00
strikes km sw min ago info,2023-02-06 19:44:22+00:00
prayers go victims hit turkiye syria ampother places couple thousands died amp still rescue efforts ongoing may allah bless souls amp give survivors patience endure many losses,2023-02-06 19:44:26+00:00
